دولت حقی واکسن نزده‌ها محدود می‌کند ؟! طبق قانون مصوبه کاری ؟! نه_به_واکسن_اجباری __	train	health
اخرین رنگ‌بندی کرونایی توجه شهر قرمز نارنجی پایان هفته کشور امکان فعالیت رشته‌های ورزشی نقاط کشور ازاد درفضای بسته ورزش قرمز کرونایی نباشیم قرمز الودگی_هوا	train	ecology
معروف‌ترین غذاهای استانبول خوشمزه غذاهای ترکیه امتحان پین تاتی تورلیدر انلاین غذا استانبول استانبول_گردی ترکیه غذا_ترکی خوشمزه	train	lifestyle
سطح مطالبه صدا_و_سیما پایین امده فوتبالی عادل_فردوسی_پور برگردانید راضی میشویم اقتصادی اجتماعی فرهنگی سیاسی پیشکش نود فوتبال	train	sport
ماه اجرلو انتخاب نهادهای دستیه سجادی دادکان علنیش زمین زدن پرسپولیس دستور همون نهادهای دستیه مواظب کمکشون پرسپولیس	train	sport
نظرم الانشم تغییر تیم لیگیم بازیکنای تاجیک اضافه شن شیری فرجی برن نیمکت قول میدم بازم مدعی قهرمانیه تیم پرسپولیس	train	sport
تحلیلگر بازار رمزارزها بیت کوین تلاش شکست تغییر روند	train	tech
عکس سقوط هواپیما اطراف فرودگاه ازادی نظراباد رییس مرکز فوریت پزشکی البرز ساعتی فروند هواپیمای تک موتوره اطراف فرودگاه هواپیما بیمارستان فرودگاه حادثه البرز	train	transport
تعجب برانگیزه بام حس فتح نداشته_باشی می‌بینی دود چجوری دور تهران چنبر زده فاتحان غمخوار شهرن الودگی_هوا	train	ecology
سال هنوزم خواب کنکور طبیعیه	train	education
دوستان هرچی امار مقایسه حس عملکرد دولت ایران مهار دارن امار دوروغ میکنن تعداد فوتی نفر کرونا کویید_	train	health
کتاب ترجمه خوندم اقا قالب داستان خدایی موج میزد کتابهای کدوم دارن فرهنگ کتابخونو چالش میکشن مغزها دارن تغزیه میکنن تفکری لازم دارن ببین قسمتهای فرهنگی رییسی اللهم_عجل_لولیک_الفرج	train	religion
مدتی سوپ تکراری خوردن شام اینهفته شام جذاب استیک لوبیا سبز پخته گل کلم پوره شام غذا	train	lifestyle
ناقص نادانم دانم ابگینه مرد سندانش سعدی غزلیات سعدی اونقدر خوبن ادم نمی‌دونه کدوم بیتش انتخاب	train	art
ساعت زلزله بزرگی ریشتر عمقکیلومتری سطح زمین منطقه ایذه خوزستان وقوع پیوست زلزله	train	ecology
اسنپ عزیز راننده درخواست واریز پول کارتشون دارن میگی واریز نمیکنم کارت انلاین پرداخت تهدید میکنن پیاده ات خانم مصداق خشونت_علیه_زنان تاسف اوره اسنپ	train	transport
اقای مجیدی عملکرد ضعیف تیمت عذرخواهی فرافکنی توهین برازنده مربی باشگاه استقلال اصالت کافی لباس قرمز بپوشی موقع دلت لوران بلان نقل قول مکتب_حجازی منصور_پورحیدری	train	sport
امیکرون ویروس بی‌خیالی خیلی‌ها کرونا داستان ادامه علی رغم اغاز موج ششم کرونا پروتکل‌های بهداشتی کاهش کرده_است روزنامه_ایران	train	health
دولتی همکاری بخش_خصوصی اقتصاد مدیریت	train	economics
گزارش درامد شرکت متا فیسبوک سال منتشر بیانگر ضرر دلاری شرکت بازار رمزارزها کاهش مواجه قیمت بیت_کوین دلار	train	tech
امار قربانیان کرونا کشور نفر	train	health
بفرما اینقد یارو دعا نویسه مسخره بازار ارزای دیجیتال طلسم بیتکوین ارز_دیجیتال	train	tech
تبریک صعود جام جهانی ایران جام_جهانی قطر	train	sport
فصل عیسی ال‌کثیر باشگاه پرسپولیس تایید عیسی_ال‌کثیر مصدومیت ناحیه رباط صلیبی مواجه شده_است توجه دوری ماهه ال‌کثیر بازیکن فصل بیست‌و‌یکم لیگ برتر خواهد_داد	train	sport
موقعی‌که خسته قهوه موزیک ملوی حالتو ازین می‌کنه اهنگ جزو دسته موزیکاست اسپاتیفای گوشش بده معرفی موزیک موسیقی اهنگ	train	art
اموخته مهم کهزندگی حد ازشما جدی راانتظار همهما احتیاج بهدوستی کهلحظه دور ازجدی ایران تهران فرحزاد رستوران نمونه بارونی هوشنگ_ابتهاج	train	lifestyle
تیم چهارم اسیا تیم ایران تیم سید مسابقات لیگ قهرمانان اسیا اسیا حذف پاسخگو پنجاه هوادار پرسپولیس پرسپولیس لیگ_قهرمانان_اسیا	train	sport
گرد نگرم چمن اینه ضمیر منتظرانه اللهم_عجل_لولیک_الفرج	train	religion
دانلود اهنگ مادر مرتضی_اشرفی کیفیت متن اهنگ ویولن_موزیک	train	art
جزییات محاسبه پرداخت سهمیه بنزین اژانس تاکسی اینترنتی تاکسی_اینترنتی اسنپ	train	transport
قران سوره جمعه ایه مرگی فرار ملاقات خواهد_کرد دانای پنهان اشکار بازگردانده میشوید انگاه انچه خبر میدهد	train	religion
سال نقشه عرضه دارا سارا بورس اجرا بشه سهام_عدالت برنامه بورسی اوار بشه شاخص واحد سهم قیمت سال برگشتند شاخص واحد مونده اسمش شاخص_سازی فریبکاری ؟!	train	economics
جام خون دل هریک دایره قسمت اوضاع حافظ	train	art
خسته نبودنت ندیدنت نداشتنت نمیخواهی برگردی اقا ؟؟؟ اللهم_عجل_لولیک_الفرج	train	religion
قیمتها شوخیه مگه ؟! رهن ؟؟!!! رییسی بفرستین حقوقهای چک گرانی	train	economics
‌ورود شیبا اونو صرافی برجسته ترکی شیبا لیست ارزهای خدماتی بزرگترین صرافی‌ ترکیه ارایه مطالعه ارزدیجیتال بیت_کوین سیگنال	train	tech
نکته تمرین ارسنال لباس شماره ارسنال جک ویلشر لباس مخفف اسم تمرین ارسنال	train	sport
دوج کوین پایین سطح قیمت ماه کریپتالین دوجکوین بیتکوین	train	tech
تحقیق المان ماه مراقبت‌های نگهداری می‌شدند می‌شوند واکسن کرونا نزده‌اند‌ واکسن_بزنید	train	health
پرسپولیس فصل متوالی قهرمانی گلات میکنه استقلال بازی متوالی تساوی گلات میکنه پرسپولیس استقلال حکومت تفاوت زمین اسمان	train	sport
معرفی روغن ماساژ معجزه اسا خواص ماساژ درمانی گل _و_گیاه اشپزی گل_من_و_تو	train	lifestyle
کلاسای دانشگاه ازاد سامانه_دان سامانه مشکل پشتیبانی تماس میگیری میگه شماره شبکه موجود دانشگاه_ازاد	train	education
تیپ مستاجران مناطق مرکزی پایتخت نرخ اجاره بها محدوده طرح_ترافیک مستاجران محدوده‌های طرح ترافیک تهران کارمندان محصلانی محل کار تحصیل‌شان محدوده قرار گزارش اقتصادنیوز	train	transport
یادتون میاد گفته_بودم اردر وال سایت تریدینگ لایت صرافی بیتفینکس سایت اسمش دیتای سایت بذاریدحساب کار وال میاد دستتونبیتکوین ارزدیجیتال بایننس کریپتو	train	tech
رموز مستی رندی بشنو واعظ جام قدح ندیم ماه پروینم واعظ مکن نصیحت شوریدگان خاک کوی دوست فردوس ننگریم شیخ واعظ شناسیم جام باده قصه کوتاه دور واعظ بیهوده مگوی انم دگر گوش تزویر حافظ	train	art
کافی میکس شکلاتی ماگوش ماگوش کافیمیکس شکلاتی قهوه ایران ماکو	train	lifestyle
دانلود فیلم دوبله فارسی فیلم شبگرد بهانگلیسی فیلمی جنایی کارگردانیدان گیلرویاست سال منتشر شده_است ستار دانلود_فیلم فیلم فیلم_جدید	train	art
قشنگترین حس زمانیه اتفاق برات میفته مطمینی اتفاق هدیه خدا ازادما زندگیمون وسط روزایی فکرشو نمیکردیم خدا	train	religion
انجمن امریکایی متعلق سرمایه گذاران رمزارز قصد زودی تیم انگلیسی خریداری کریپتوکارنسی بیتکوین رمزارز	train	tech
حضرت زهرا سلام خدا علامه میر جهانی میفرماید دلی شکسته دل فرزند شکسته اللهم_عجل_لولیک_الفرج	train	religion
پرده_پانچ_چاپی کودکانه زیبا اتاق_کودک پرفروش گالری_حریر مشاهده طرح کالیتها سایت بزنید	train	lifestyle
باسوادها ؟!! محض رضای خدا احیانا طرفداران واکسن خواهد_ابهامات مربوط سکته بازیکنان فوتبال لیگ ابتلای نفر تیم استقلال تهران کرونا علی رغم تزریق دز واکسن توضیح	train	health
ویروسی میکروسکوپ مشاهده نشده_است کرونا	train	health
تجربه نشون ظرفیت بالایی چیزهای دوست‌داشتنی ببریم افتخار فوتبال ایران شناخته شده‌ترین تیم قدرتهای فوتبال غرب اسیا پرسپولیس استانه فروپاشی قرار تیمی لایق احترام موجب افتخار فوتبال کشور استیضاح_سجادی	train	sport
خبر کوتاه فوری مهدی شیری پیشنهاد فولاد جواب رد پرسپولیس	train	sport
انجایی واجد شرایط دریافت سومین دوز واکسن افزایش اومیکرون کانادا احتمال کانادایی واکسن تقویتی دریافت جزییات وبسایت واکسن فایزر	train	health
صدقه امام عج الله تعالی فرجه الشریف خوبه کار خیری میدیم نیت فرج سلامتی اقا امام بدیم اقا واسمون دعا شااالله استاد_عالی اللهم_عجل_لولیک_الفرج	train	religion
بازیکن قانونی گل گهر اورده استقلال سپاهان پیکان پایمال فدراسیون سرپرست پرسپولیس جلسه میزاره فدراسیون_ابی	train	sport
موقعیت کارخانجات فولاد پتروشیمی دشت‌هایی ممنوعیت برداشت ابخوان محیط_زیست	train	ecology
شرکت تحقیقاتی بینی بیت کوین سال دلار اتریوم دلار خواهد_رسید	train	tech
ستاره می‌شمرم شب زاید حافظ شیفت_شب	train	art
اخه تمدید نمیشه میخواستم عید بیام سمینارمو ارایه بعدشم بزنم کار پایان نامه اومدی میگی بهمن ارایه میدی نمره‌ت صفر عزیز مدیر استاد راهنمام ماه جلوتر ایمیل میزدی میگفتی دانشگاه_تهران	train	education
دلایلی میخواستم دوز بزنم استارازنکا سینوفارم زدم ماه رفتم مسولیت دوز استارازنکا زدم علم اعتماد واکسن	train	health
تزریق واکسن فرزندتان بیانیه دکتر رابرت مالون واکسیناسیون کووید کودکان	train	health
کتاب چراغ اخر قلم صادق چوبک مجموعه داستان کوتاه زیبا ساده نوشته مخاطب جذب میکنه داستان چراغ اخر اتما سگ خوبه کتاب_بخوانیم	train	art
بخوام بگم قهوه سرم حرفه اساسی قهوه خورم منو عشق قهوه میشناسن قهوه جزو قهوه عمرم تست اقا کاظم کارتم درجه	train	lifestyle
ویدیوی ارسالی چالش عشق سلامتی مراقبت بدن محصولات طبیعی ارایشی بهداشتی تهیه مشاوره محصولات ارگانیک شماره ارتباط سودی_برنت ارایشی_بهداشتی زیبایی مراقبت_پوستی انرژی عشق	train	lifestyle
قیمت مسکن حالی ماه پایانی سال سپری رشد همراه بوده_است شرایط پرسید واقع دلایل افزایش قیمت متقاضیان سرمایه بازار نقش	train	economics
کمینا بورس رشتو لیست دارایی شیشه مینا دقت ایتم زمین کارخانه تهران سند ششدانگ توجه فرمایید متر مربع	train	economics
یادداشتی نقش دولت جشنواره فجر توقعات نبریم فجر جشنواره_فیلم_فجر لینک مطلب	train	art
کتاب مغازه خودکشی خواندم دوست	train	art
سال بپاس مارکت میلیاردی تحلیل میکردیم سیگنالشم میکردیم موقع مارکت فملی همت خودرو همت شبندر همت مارکت بپاس شبندر خودرو بیشتره	train	economics
واکسن اقناعی نزنید حقوقتون قطع بعدم تحصن بازداشتید واکسن عوارض_واکسن	train	health
ارزش معاملات بورس دقیقه چیکار جناب خاب خاندوزی	train	economics
رهبر جهان_ازاد رقابت بازار_ازاد میاره	train	economics
وظیفه دعا بند مباش نشنید شنید حافظ	train	art
مرغ خام شست اشپزی مرغ خام شستید وقت رسیده_باشد خطرناک تجدید نظر دانستنیها ادامه وبسایت پیتونیک	train	lifestyle
زنگ‌زده میگه نسیم‌کجایی وسط اتوبان ترافیک عصبی نیستی حالت خوبه کله دود بلند دلم میخواد جیغ بزنم بزار واست شعر بخونم حالت تونست منو اروم‌کنه سالم برسم خونه	train	transport
دردم امید درمان اخری اخر شبان یلدا سعدی	train	art
ضعف اصلی استقلال خط هافبک ارش_رضاوند بازی نمیکنه مهدی‌پور حدی فوتبال قبول بازی میکنه	train	sport
بیتکوین تلاش شکست دلار موفق تست اتفاق منفی بالاخره‌ی فاندینگ ریت بیتکوین همپوشانی	train	tech
دانشجو معلمان سال بابت تحصیل دانشگاه سالی تومان باج پرداخت بودجه مسجدضرار	train	economics
سخنی طاقت بپوشم دوست محل راز سعدی عکاس علیرضا نادری فرد	train	art
غرب تهرانید منتظر برف شرق تهران راه‌شو کج میاد سمتتون	train	ecology
رودخانه‌ای دریاچه‌ی فرو می‌ریزد حسرت زنده‌رود زنده رود اب رودخانه ریخت رود شادمان می‌توان شمس_لنگرودی شب بخیر شماها بیدارید خواب شب اب هورالعظیم کارون کرخه	train	ecology
دلم صحبت شیراز بگرفت وقت پرسی خبر بغدادم سعدی	train	art
خطرات امیکرون خطر مبتلا امیکرون ؟؟؟ خطرات حرف میزنند خطرات حرفی زده نمیشه ؟؟؟!!! کرونا نمود	train	health
بازار سودیست درویش خرسند خدایا منعمم گردان درویشی خرسندی حافظ	train	art
نمیدونم هشتگ کلاس جمهوری لعنتی اسلامی هوا نفس کشیدن نذاشته الودگی_هوا هوای_پاک	train	ecology
ایران ونزویلا کشورهای جهان بورس طلاجهانی بازارجهانی سقوط کشور رشد سبز حوزه بورس سکه طلا داخلی خواهد_داشت بهمین سادگی !!!!!!	train	economics
سبک‌زندگی سیستم‌ایمنی کرونا ورزش خواب تغذیه صحیح مدیتشن مواردی مقالات سبک‌زندگی میخونم مورادی سیستم‌ایمنی بدن تقویت میکنن این‌ها بذارید سیستم‌ایمنیتون ضعیف بهشون تاکید	train	health
اجرای طرح_ترافیک تهران لغو رییس مرکز ارتباطات الملل شهرداری تهران پیام توییتری نوشت بررسی ستاد ملی کرونا طرح ترافیک تهران اجرا نخواهد_شد	train	transport
زندانی سیاسی فرهاد سلمانپور ظهیر درخواست می‌کند اجازه ندهیم خون شاهین_ناصری پایمال زندان بقتل رساندند رییسی_جلاد زندانی_سیاسی	train	social
رفیق قرار فرج رفیق زمینی مارو برسونی ؟! اللهم_عجل_لولیک_الفرج زینب سلام الله علیها	train	religion
اقای اموزش_و_پرورش نمیخواین کتاب دانش اموزان دبیرستان کاری شروع ماه مهر کتاب دانش_اموزان نرسیده	train	education
باورتون نشه گلر اهل عمان باشگاه مس رفسنجان عربستان مقدماتی جام جهانی بازی میکنه فوتبال تیم_ملی	train	sport
افزایش پذیرش بیتکوین ارز مستقل رییس جمهور السالوادور بوکله انتظار ارز سال جاری دلار برسد	train	economics
تجربه ساله حضورم تهران هفته اخر اسفند تهران خلوت خلوت تراکم ترافیک اضافه شده_است	train	transport
رنگ هوای زمستان تهران رنگ رنگ ابی اسمانی حفظ هوای_پاک الودگی_هوا	train	ecology
کارگر ماه حقوق نگیرد فقر تحمل گرانی_تورم_بلای_جان_مردم فلاکت_عمومی	train	social
کنگره امریکا نشستی حضور مدیران ارشد اجرایی رمزارزها برگزار موضوع جلسه مسایل قانونی مربوط استیبل کوین پلتفرم ترید نگرانی ویروس بازار بورس صعودی موضوع نفع رمزارزهاس رمزارزها بورس پیروی بیتکوین	train	tech
خاطرم نگذاشت ساعت بدمهری گر دانستم پاک خاطرم بگذاشتی سعدی	train	art
بلعجب ازین خلق رویت مه نو مینمایند انگشت بدر سعدی	train	art
مکالمه تاکسی کرونا معلما پول مفت میگیرن لم انلاین تدریس میکنن رتبه_بندی_معلمان کرونا معلم تدریس_انلاین	train	education
دلار نیوزلند ارزها قوی شدنه فارکس	train	economics
پا قدم خوبان عالم امتیاز اصفهان خدا پرسپولیس	train	sport
برام قشنگ‌ترین پاییز امساله قراره ماهشونو ببینم خانواده	train	social
پشمااااااامگل طارمی جزو نامزد نهایی جایزه پوشکاش مهدی_طارمی	train	sport
سهم هوایی پاک ؟؟ هوای_پاک الودگی_هوا	train	ecology
پوزیشن تایم ساعته صرافی وضعیت	train	tech
روا برف استوری توییتش زخم شدنش	train	ecology
غلظت ذرات معلق ذرات معلق شهر تهران میکروگرم متر مکعب میکروگرم متر مکعب رهنمود سازمان بهداشت جهانی کاهش هزینه سلامت مرگ بیماری الاینده ذرات معلق دلار کاهش هوای_پاک الودگی_هوا	train	ecology
جدول رده هفته یازدهم لیگ برتر جدول_لیگ_برتر لیگ_برتر	train	sport
سعدی کیستی حلقه کمند فتاده‌اند صید لاغریم من_رو_میگه شجریان سعدی رندوم_موزیک	train	art
اخرین امار کرونا کشورهای امریکای_لاتین	train	health
ارزهای دیجیتالی هفته نظر ارزی پیشنهاد می‌دید	train	tech
رییس جمعیت هلال احمر اشاره نفر شهروندان سیل جنوب کشور نجات مناطق امن منتقل تداوم امدادرسانی شهروندان شهرستان خبر سیستان_و_بلوچستان	train	ecology
معرفی_کتاب اقتصاد ابهیجیت بنرجی استر دوفلو ساعده فریدکیان صفحه تومان خرید سایت خرید تلفنی‌ خرید دومین نمایشگاه مجازی کتاب تهران	train	art
نظام بانک‌داری کوچک‌ترین ارزشی قایل سیستم بی‌نظم دردسرافرین سقف برداشت وجه تومن مجبور می‌شه انتقال بده هزینه‌ی انتقال می‌خوره بره فروشگاه‌ها کارت بکشه بازم صاحب فروشگاه مالیات می‌خوره عصاره‌ی مردم‌رو	train	economics
دکتر مایکل هد محقق ارشد بهداشت عمومی دانشگاه ساوت همپتون می‌گوید تعریف دقیقی پایان همه‌گیری منظور پایان همه‌گیری جهانی سطح کشور نابرابری واکسیناسیون موضوعی کلیدی حل اومیکرون	train	health
نرخ_ارز یکشنبه دی ساعت دلار_امریکا_فروش تومان دلار_امریکا_خرید تومان درهم_دوبی تومان تایم لاین زنده نرخ ارز	train	economics
بسم الله الرحمن الرحیم میخواستم عکس بنویسم تصوری استاد درس برنامه نویسی منم امتحان روحیه همچنان_امتحانات مادر_مستربین دانشگاه	train	education
خون نرگس مستانه ریخت وان زلف پریشان حافظ	train	art
علی‌نژاد معاون وزیر ورزش سلطانی‌فر دشمن شماره استقلال استعفا ارکان تضعیف استقلال راس کار پیروزی باخت بزرگی تلقی	train	sport
بحال غذایی طلا پخته خوردین ثروتنند شدین غذای پخته طلارو میخورین غذایی نمیخورم نیاز پولی میتونه نفر سیر غذا بخورم نظر احترام میزارم ریتوییت منشن غذا غذایی	train	lifestyle
خیلی‌ها استناد نامه میگن قراره بنزین بشه لیتری تومن یبار خونده نخوندن اینجوری رشتو	train	economics
هفته کلیک سراغ خودروساز بریتانیایی می‌رویم قصد خودروهای سازگار محیط_زیست بسازد بررسی کیفیت رانندگی چالش‌های ترافیک حل ابزارک گجت بررسی خواهیم_کرد	train	transport
بیتکوین تایم فیبو نقطه فیبو دو‌نقطه خارجی همپوشانی درصد درصد زون محدوده امکان درصد بره نظر روانی عدد محکمی میتونه	train	tech
قضیه محل نشستن اتوبوس جدیه اخرین سوار ار تی یادمه سوتفاهم نفر‌جلویی جام تکون نمیخوردم تهران	train	transport
نیجریه غول پالایشگاهی ماهه سال جاری رونمایی می‌کند پالایشگاه قادر بشکه نفت خام پالایش	train	economics
سرهنگ کوروش_بازیار صدایت معلمی بلند روزی خواندن نوشتن یاد توهم روزی شاگرد معلم بوده_ای معلم لطافت دستهای کوچک تورا دردستش یادت دادبا گچ سفید دردل تخته سیاه عدالت ازادی برابری مهربانی بنویسی اعتراضات_سراسری_معلمان	train	education
دلیل البنین مادران تکه مدیون مادرانیم شهدا لبیک_یا_مهدی ام_البنین اللهم_عجل_لولیک_الفرج	train	religion
تلنگر قران ناامیدی گناهی بزرگه طراز شرک قدرت واراده خدا شک	train	religion
پاتوسی بازیی نشد قانون سود تیم خاص اجرا میشود فدراسیون_ابی	train	sport
اموزش پرورش معلم کارمند سوال نفر معلمان حقوق تومان رتبه_بندی_معلمان چالش_فیش_حقوقی	train	education
استان جانان گر نهادن گلبانگ سربلندی اسمان زد حافظ	train	art
استخدام کارگر سادهاقا شرکت قوطی فلزی تهران بازارکار	train	economics
سوال مهم هییت انتخاب جشنواره فیلم فجر رساندن لایه_های_دروغ لیست فیلم فیلمی قربانی ؟! جشنواره_فیلم_فجر	train	art
هفته متخصصین کرونا اومیکرون ضعیف قدرت انتقالش اصلای نگرانی پا زدن اخر کروناست ایران همونا وامصیبتا حضرت زهرا کمک هرچی میتونید دوز بچکنید نمیرید حسیین کمک تف شرف دروغگو	train	health
نگران حقوق زنان احترام زن واسه بلیط ورود ورزشگاه جفتک ننداز جنم شعور ورود زنان ورزشگاه حضورت تحریم اشک تمساح نریز بلیط زنان ورزشگاه	train	social
دل گفتنم هوس خبر دل شنفتنم هوس طمع خام قصه فاش رقیبان نهفتنم هوس حافظ	train	art
میخوای سیگاری بشی سیگاریت ارزششو دیالوگ سریال قورباغه	train	art
خرده فروش میدهم جوانی نذر صاحب الزمان اللهم_عجل_لولیک_الفرج	train	religion
سویه اومیکرون تهران شناسایی وزارت بهداشت افرادی سیستم ایمنی ضعیف تری دز واکسن تزریق افرادی کرونا مبتلا امکان سویه اومیکرون سویه ظرف سویه‌ غالب کرونا کشور صداوسیما	train	health
اذر ماه تغییراتی ظرفیت_هواپیما وزیر_راه توجه مصوبه وزارت_بهداشت اذر محدودیت درصدی پذیرش مسافر هواپیما کنسل هموطنان ورود حمل_و_نقل_هوایی کارت_واکسن تست_پی_سی_ار ساعته منفی همراه داشته_باشند	train	transport
خودکشی نوجوان بلوچ درسرباز دی ماه نوجوان بلوچ روستای کناران شهرستان سرباز خودکشی زندگی خودپایان هویت نوجوان بلوچ محمدصلاحزهیفرزند نورمحمد شده_است تالحظه انتشار خبر ازعلت خودکشی نوجوان بلوچ اطلاعی	train	social
نمایشگاه مجازی کتاب تهران بهمن ادرس کتاب کتاب_بخوانیم	train	art
استخراج بیتکوین زیرساخت انرژی تگزاس تقویت	train	tech
وضعیت کیفی هوا اصفهان ایستگاههای مراقبت حسب شاخص الودگی	train	ecology
امام جمعه کرج عوامل امریکا اخلال بازار بورس سرمایه ارز کشور برام سواله کلمه دشمن امریکا تحریم	train	economics
میگم اقتصاد خونده‌ها سنسی بازار مزیت_رقابتی ندارن قبول دوست عزیز فرمول نرخ میدیدی بعدش قلم میشدی می‌فهمیدی پتروشیمی‌ها نرخ گاز دارن گرونتر دنیا باهاشون حساب میکنن فرمول غلطه	train	economics
بیت کوین دلار محدوده حمایت کندل فلش مشخص کندل بعدیش پرقدرت شکسته محدوده حمایتی تبدیل مقاومت بیتکوین	train	tech
سلام عشقولیا اومدم صعود ایران جام جهانی تبریک بگم استیضاح_سجادی سیلی_چهل_میلیونی یحیی_تنها_نیست پرسپولیس ایران	train	sport
رتبه_بندی فرهنگیان فروردین سال اجرایی	train	education
وضعیت مترو تیاتر شهر طرح_ترافیک ماشینم دقیقه محل کارم میرسیدم ساعتی طول میکشه ساعت صبح دوشنبه ساعت شلوغ پول طرح_ترافیک نوش جانتان کرونا فوری	train	transport
قیمت بیت_کوین پایان هفته محدوده خواهد_بود	train	tech
